# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 5K of event 'cycles'
# Event count (approx.): 4546231725
#
# Overhead        Period  Command          Shared Object         Symbol                                                                                                                                                                    
# ........  ............  ...............  ....................  ..........................................................................................................................................................................
#
     0.02%        882688  java             [JIT] tid 157535      [.] 0x00007fe155cf4da7
     0.02%        882632  java             [JIT] tid 157535      [.] 0x00007fe155d38087
     0.02%        882623  java             [kernel.kallsyms]     [k] generic_file_llseek
     0.02%        882604  java             libjvm.so             [.] UNICODE::is_latin1
     0.02%        882599  java             [JIT] tid 157535      [.] 0x00007fe155d3ca70
     0.02%        882595  java             [JIT] tid 157535      [.] 0x00007fe1556e9607
     0.02%        882556  java             [JIT] tid 157535      [.] 0x00007fe1556db8d7
     0.02%        882531  java             libjvm.so             [.] AccessInternal::PostRuntimeDispatch<CardTableBarrierSet::AccessBarrier<2646116ul, CardTableBarrierSet>, (AccessInternal::BarrierType)0, 2646116ul>::oop_access_barrier
     0.02%        882446  C2 CompilerThre  libjvm.so             [.] Block::succ_fall_through
     0.02%        882406  java             [JIT] tid 157535      [.] 0x00007fe15d1ca2b2
     0.02%        882390  C1 CompilerThre  libjvm.so             [.] ciEnv::get_method_by_index_impl
     0.02%        882319  java             libjvm.so             [.] FieldLayout::fill_holes
     0.02%        882248  java             [JIT] tid 157535      [.] 0x00007fe1556eb7ed
     0.02%        882182  java             [JIT] tid 157535      [.] 0x00007fe1556eb7e7
     0.02%        882174  java             libjvm.so             [.] Method::is_object_initializer
     0.02%        882167  java             [JIT] tid 157535      [.] 0x00007fe1557cf42e
     0.02%        882121  java             [JIT] tid 157535      [.] 0x00007fe155ca59e7
     0.02%        882081  java             libjvm.so             [.] OopStorage::try_add_block
     0.02%        882078  java             [JIT] tid 157535      [.] 0x00007fe155c8b3f5
     0.02%        882073  java             [JIT] tid 157535      [.] 0x00007fe155cfa2f2
     0.02%        882068  java             [kernel.kallsyms]     [k] update_vsyscall
     0.02%        882054  java             [kernel.kallsyms]     [k] generic_permission
     0.02%        882018  C2 CompilerThre  libjvm.so             [.] ConvI2LNode::Opcode
     0.02%        882011  java             [JIT] tid 157535      [.] 0x00007fe155c6963b
     0.02%        881973  java             [JIT] tid 157535      [.] 0x00007fe155d28def
     0.02%        881945  java             [JIT] tid 157535      [.] 0x00007fe155dd79ff
     0.02%        881925  java             [JIT] tid 157535      [.] 0x00007fe1556e7e77
     0.02%        881924  java             libjvm.so             [.] DirectNativeCallWrapper::next_instruction_address
     0.02%        881896  java             [JIT] tid 157535      [.] 0x00007fe155cb269f
     0.02%        881895  java             [JIT] tid 157535      [.] 0x00007fe1556eaeea
     0.02%        881878  java             [JIT] tid 157535      [.] 0x00007fe155d0eb0c
     0.02%        881855  java             libjvm.so             [.] ObjAllocator::initialize
     0.02%        881851  java             libjvm.so             [.] klassVtable::initialize_vtable
     0.02%        881842  java             [JIT] tid 157535      [.] 0x00007fe155ec2174
     0.02%        881814  C2 CompilerThre  [kernel.kallsyms]     [k] smp_call_function_many_cond
     0.02%        881781  java             libjvm.so             [.] StackMapTable::match_stackmap
     0.02%        881780  java             [JIT] tid 157535      [.] 0x00007fe1556eaf52
     0.02%        881763  java             [JIT] tid 157535      [.] 0x00007fe1556e9c28
     0.02%        881663  java             [JIT] tid 157535      [.] 0x00007fe1556d87b6
     0.02%        881652  java             libjvm.so             [.] InstanceKlass::check_valid_for_instantiation
     0.02%        881587  java             [kernel.kallsyms]     [k] memcg_check_events
     0.02%        881581  java             [JIT] tid 157535      [.] 0x00007fe15d1985a7
     0.02%        881553  java             libjvm.so             [.] java_lang_Class::create_mirror
     0.02%        881484  java             libjvm.so             [.] AccessInternal::PostRuntimeDispatch<CardTableBarrierSet::AccessBarrier<598116ul, CardTableBarrierSet>, (AccessInternal::BarrierType)0, 598116ul>::oop_access_barrier
     0.02%        881480  C1 CompilerThre  libjvm.so             [.] Dependencies::encode_content_bytes
     0.02%        881479  java             [JIT] tid 157535      [.] 0x00007fe1556e364a
     0.02%        881432  java             libjvm.so             [.] java_lang_ClassLoader::loader_data_acquire
     0.02%        881417  java             [JIT] tid 157535      [.] 0x00007fe155d59427
     0.02%        881411  java             libjvm.so             [.] ThreadCritical::ThreadCritical
     0.02%        881401  C2 CompilerThre  libjvm.so             [.] CastPPNode::Opcode
     0.02%        881250  C1 CompilerThre  libjvm.so             [.] MethodLiveness::BasicBlock::compute_gen_kill_range
     0.02%        881225  java             [JIT] tid 157535      [.] 0x00007fe155c8b35c
     0.02%        881200  java             [JIT] tid 157535      [.] 0x00007fe15d1aeeea
     0.02%        881182  java             libjvm.so             [.] UTF8::convert_to_unicode<unsigned short>
     0.02%        881172  java             [JIT] tid 157535      [.] 0x00007fe155e38b87
     0.02%        881168  C2 CompilerThre  libjvm.so             [.] State::_sub_Op_ConL
     0.02%        881165  java             libjvm.so             [.] InstanceKlass::find_method
     0.02%        881161  java             [JIT] tid 157535      [.] 0x00007fe155de8dc7
     0.02%        881157  C1 CompilerThre  libjvm.so             [.] non-virtual thunk to LIRGenerator::block_do(BlockBegin*)
     0.02%        881140  java             [JIT] tid 157535      [.] 0x00007fe15d1b4940
     0.02%        881114  java             [JIT] tid 157535      [.] 0x00007fe1556df5f3
     0.02%        881073  java             [JIT] tid 157535      [.] 0x00007fe155e17fc7
     0.02%        881016  java             [JIT] tid 157535      [.] 0x00007fe15d1c25b8
     0.02%        881009  java             [JIT] tid 157535      [.] 0x00007fe1556e6c32
     0.02%        881008  C2 CompilerThre  libjvm.so             [.] ReturnNode::Opcode
     0.02%        880993  java             [JIT] tid 157535      [.] 0x00007fe1556e4106
     0.02%        880909  java             libjvm.so             [.] ClassLoaderData::add_class
     0.02%        880897  java             [kernel.kallsyms]     [k] getname_flags.part.0
     0.02%        880869  java             [JIT] tid 157535      [.] 0x00007fe1556dea57
     0.02%        880739  java             [JIT] tid 157535      [.] 0x00007fe155cfd9b7
     0.02%        880677  java             [JIT] tid 157535      [.] 0x00007fe1556e6ed8
     0.02%        880675  java             [JIT] tid 157535      [.] 0x00007fe155db254a
     0.02%        880651  C1 CompilerThre  libjvm.so             [.] CodeEmitInfo::CodeEmitInfo
     0.02%        880585  java             libjvm.so             [.] ClassLoaderData::add_handle
     0.02%        880583  java             [JIT] tid 157535      [.] 0x00007fe1556de093
     0.02%        880571  java             [JIT] tid 157535      [.] 0x00007fe155c646f1
     0.02%        880449  java             [JIT] tid 157535      [.] 0x00007fe155c8668b
     0.02%        880433  java             [JIT] tid 157535      [.] 0x00007fe1556db764
     0.02%        880388  java             libjvm.so             [.] Bytecode_loadconstant::result_type
     0.02%        880369  java             [JIT] tid 157535      [.] 0x00007fe1556eb544
     0.02%        880347  java             [kernel.kallsyms]     [k] avtab_search_node
     0.02%        880254  java             [JIT] tid 157535      [.] 0x00007fe155cc9d12
     0.02%        880245  java             [kernel.kallsyms]     [k] __rcu_read_lock
     0.02%        880240  java             libjvm.so             [.] Assembler::addq
     0.02%        880092  java             [JIT] tid 157535      [.] 0x00007fe15d1e6e82
     0.02%        880079  java             [kernel.kallsyms]     [k] privileged_wrt_inode_uidgid
     0.02%        880000  java             [JIT] tid 157535      [.] 0x00007fe1556db4b4
     0.02%        879893  java             libjvm.so             [.] JavaThread::pd_last_frame
     0.02%        879885  java             libjvm.so             [.] StackMapFrame::get_local
     0.02%        879824  C1 CompilerThre  libjvm.so             [.] LIRGenerator::increment_event_counter_impl
     0.02%        879820  C2 CompilerThre  libjvm.so             [.] CallStaticJavaDirectNode::ideal_Opcode
     0.02%        879784  java             [JIT] tid 157535      [.] 0x00007fe15d1e3fc7
     0.02%        879767  java             [JIT] tid 157535      [.] 0x00007fe155d7d485
     0.02%        879727  java             [JIT] tid 157535      [.] 0x00007fe155ca02ce
     0.02%        879656  java             [JIT] tid 157535      [.] 0x00007fe1556e9617
     0.02%        879654  java             [JIT] tid 157535      [.] 0x00007fe155d884c1
     0.02%        879589  C2 CompilerThre  libjvm.so             [.] jmpDirNode::is_block_proj
     0.02%        879568  C1 CompilerThre  libjvm.so             [.] LIRGenerator::do_SwitchRanges
     0.02%        879510  java             [JIT] tid 157535      [.] 0x00007fe155e581a7
     0.02%        879490  java             [JIT] tid 157535      [.] 0x00007fe155cfcafd
     0.02%        879443  java             libc.so.6             [.] __fxstat64
     0.02%        879391  java             [JIT] tid 157535      [.] 0x00007fe155700536
     0.02%        879369  java             [JIT] tid 157535      [.] 0x00007fe155cf5837
     0.02%        879316  java             libjvm.so             [.] PlaceholderEntry::remove_seen_thread
     0.02%        879211  java             libjvm.so             [.] jni_SetByteArrayRegion
     0.02%        879154  C1 CompilerThre  libjvm.so             [.] ComputeLinearScanOrder::compute_dominator_impl
     0.02%        879142  C1 CompilerThre  libjvm.so             [.] LIR_Assembler::emit_exception_entries
     0.02%        879068  java             libjvm.so             [.] DirectNativeCallWrapper::instruction_address
     0.02%        879067  java             libjvm.so             [.] InstanceKlass::link_class_impl
     0.02%        879030  java             [JIT] tid 157535      [.] 0x00007fe1556db6f3
     0.02%        879023  java             libjvm.so             [.] AddressLiteral::AddressLiteral
     0.02%        878994  C2 CompilerThre  libjvm.so             [.] RegMask::is_aligned_pairs
     0.02%        878970  java             libjvm.so             [.] JNIHandleBlock::release_block
     0.02%        878882  java             [JIT] tid 157535      [.] 0x00007fe155c6ccb7
     0.02%        878881  java             [JIT] tid 157535      [.] 0x00007fe1556eb998
     0.02%        878880  java             [JIT] tid 157535      [.] 0x00007fe155de5379
     0.02%        878872  java             libjvm.so             [.] CompileTask::allocate
     0.02%        878715  java             [JIT] tid 157535      [.] 0x00007fe1556df852
     0.02%        878647  C2 CompilerThre  libjvm.so             [.] TypeNarrowOop::make
     0.02%        878627  C2 CompilerThre  libjvm.so             [.] PhaseCoalesce::combine_these_two
     0.02%        878609  java             [JIT] tid 157535      [.] 0x00007fe1556e0a4a
     0.02%        878580  java             [JIT] tid 157535      [.] 0x00007fe1556e7f94
     0.02%        878565  C2 CompilerThre  libjvm.so             [.] InstanceKlass::find_local_field
     0.02%        878501  java             [JIT] tid 157535      [.] 0x00007fe1556cfc77
     0.02%        878467  java             [JIT] tid 157535      [.] 0x00007fe1556e0054
     0.02%        878466  java             [JIT] tid 157535      [.] 0x00007fe155cf4dbc
     0.02%        878412  java             [JIT] tid 157535      [.] 0x00007fe155ce7c23
     0.02%        878388  java             [JIT] tid 157535      [.] 0x00007fe1556e7e96
