# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 8K of event 'cycles'
# Event count (approx.): 6921317673
#
# Overhead        Period  Command          Shared Object         Symbol                                                                                                                                                                                     
# ........  ............  ...............  ....................  ...........................................................................................................................................................................................
#
     0.01%        886989  java             [JIT] tid 160376      [.] 0x00007f02396e85dc
     0.01%        886961  C2 CompilerThre  [kernel.kallsyms]     [k] x2apic_send_IPI
     0.01%        886950  C2 CompilerThre  libjvm.so             [.] PhaseChaitin::de_ssa
     0.01%        886941  java             libjvm.so             [.] JvmtiVMObjectAllocEventCollector::~JvmtiVMObjectAllocEventCollector
     0.01%        886931  java             [JIT] tid 160376      [.] 0x00007f02396eb1ea
     0.01%        886911  java             libjvm.so             [.] Verifier::verify
     0.01%        886901  java             libjvm.so             [.] Method::allocate
     0.01%        886892  java             [JIT] tid 160376      [.] 0x00007f0239e5b357
     0.01%        886825  java             [kernel.kallsyms]     [k] __fput
     0.01%        886812  java             [JIT] tid 160376      [.] 0x00007f02396de9d2
     0.01%        886795  java             libjvm.so             [.] Mutex::lock_without_safepoint_check
     0.01%        886744  java             libjvm.so             [.] Rewriter::rewrite_member_reference
     0.01%        886696  java             libjvm.so             [.] klassItable::initialize_itable_and_check_constraints
     0.01%        886651  C1 CompilerThre  libjvm.so             [.] GrowableArrayWithAllocator<ResolveNode*, GrowableArray<ResolveNode*> >::grow
     0.01%        886639  java             [kernel.kallsyms]     [k] try_charge_memcg
     0.01%        886634  java             [JIT] tid 160376      [.] 0x00007f0239ca8386
     0.01%        886632  java             [JIT] tid 160376      [.] 0x00007f02396dc52e
     0.01%        886611  java             libjvm.so             [.] FieldLayout::add
     0.01%        886570  GC Thread#5      libjvm.so             [.] OopOopIterateBackwardsDispatch<PSPushContentsClosure>::Table::oop_oop_iterate_backwards<InstanceKlass, narrowOop>
     0.01%        886568  java             [JIT] tid 160376      [.] 0x00007f024121f656
     0.01%        886564  java             [JIT] tid 160376      [.] 0x00007f02396eb99f
     0.01%        886560  java             [JIT] tid 160376      [.] 0x00007f02396e53c3
     0.01%        886523  java             [JIT] tid 160376      [.] 0x00007f0239f9abad
     0.01%        886520  java             [JIT] tid 160376      [.] 0x00007f02411a680b
     0.01%        886506  java             libjvm.so             [.] ClassFileParser::parse_stream
     0.01%        886499  java             [JIT] tid 160376      [.] 0x00007f0239d4e107
     0.01%        886498  C2 CompilerThre  libjvm.so             [.] MergeMemNode::memory_at
     0.01%        886420  java             [JIT] tid 160376      [.] 0x00007f0239e84a04
     0.01%        886341  java             libjvm.so             [.] metaspace::ChunkManager::get_chunk
     0.01%        886336  java             [JIT] tid 160376      [.] 0x00007f0239ebcec7
     0.01%        886313  C2 CompilerThre  libjvm.so             [.] RethrowExceptionNode::is_block_proj
     0.01%        886299  C2 CompilerThre  libjvm.so             [.] hashkey
     0.01%        886203  java             [JIT] tid 160376      [.] 0x00007f02396e3786
     0.01%        886182  java             [JIT] tid 160376      [.] 0x00007f0239d75d30
     0.01%        886150  java             [JIT] tid 160376      [.] 0x00007f02396e1878
     0.01%        886111  java             [JIT] tid 160376      [.] 0x00007f02411ed5ad
     0.01%        886087  C2 CompilerThre  libjvm.so             [.] IdealLoopTree::adjust_loop_exit_prob
     0.01%        886070  java             [JIT] tid 160376      [.] 0x00007f02396df967
     0.01%        886055  java             [JIT] tid 160376      [.] 0x00007f0239ca608b
     0.01%        885996  C2 CompilerThre  libjvm.so             [.] InlineTree::should_not_inline
     0.01%        885993  java             [JIT] tid 160376      [.] 0x00007f0239dbf919
     0.01%        885989  java             libjvm.so             [.] LinkResolver::linktime_resolve_special_method
     0.01%        885969  GC Thread#5      libjvm.so             [.] OopOopIterateBackwardsDispatch<PSPushContentsClosure>::Table::oop_oop_iterate_backwards<ObjArrayKlass, narrowOop>
     0.01%        885948  java             [JIT] tid 160376      [.] 0x00007f0239fb8e19
     0.01%        885924  java             [JIT] tid 160376      [.] 0x00007f02411a6747
     0.01%        885899  java             libjvm.so             [.] ResolvingSignatureStream::cache_handles
     0.01%        885898  java             libjvm.so             [.] CodeCache::flush_dependents_on
     0.01%        885865  C2 CompilerThre  libjvm.so             [.] ciMetadata::is_instance_klass
     0.01%        885852  java             [JIT] tid 160376      [.] 0x00007f02396e7263
     0.01%        885845  java             [JIT] tid 160376      [.] 0x00007f0239cedc6b
     0.01%        885835  java             [JIT] tid 160376      [.] 0x00007f0239eaff52
     0.01%        885821  java             [JIT] tid 160376      [.] 0x00007f02396eaee1
     0.01%        885814  C1 CompilerThre  libjvm.so             [.] LIRGenerator::new_register
     0.01%        885784  C2 CompilerThre  [kernel.kallsyms]     [k] __rcu_read_lock
     0.01%        885784  C2 CompilerThre  libjvm.so             [.] ThreadCritical::~ThreadCritical
     0.01%        885751  java             [JIT] tid 160376      [.] 0x00007f02396e4584
     0.01%        885750  java             libjvm.so             [.] ClassFileParser::copy_method_annotations
     0.01%        885714  java             [JIT] tid 160376      [.] 0x00007f0239fdbf8c
     0.01%        885704  C2 CompilerThre  libjvm.so             [.] tlsLoadPNode::rule
     0.01%        885688  C2 CompilerThre  libjvm.so             [.] InstanceKlass::protection_domain
     0.01%        885684  java             [JIT] tid 160376      [.] 0x00007f02396df293
     0.01%        885630  java             [JIT] tid 160376      [.] 0x00007f02396e9d42
     0.01%        885618  java             [JIT] tid 160376      [.] 0x00007f02396e0ac5
     0.01%        885543  java             [JIT] tid 160376      [.] 0x00007f02396e7e5c
     0.01%        885522  java             [JIT] tid 160376      [.] 0x00007f02396d87c0
     0.01%        885504  java             libjvm.so             [.] Method::is_not_compilable
     0.01%        885457  GC Thread#5      libjvm.so             [.] steal_work
     0.01%        885448  java             [JIT] tid 160376      [.] 0x00007f0239fda14c
     0.01%        885441  java             [JIT] tid 160376      [.] 0x00007f0239d784c7
     0.01%        885431  java             [JIT] tid 160376      [.] 0x00007f02396ebd68
     0.01%        885422  java             [JIT] tid 160376      [.] 0x00007f0239dc53a6
     0.01%        885382  C1 CompilerThre  [kernel.kallsyms]     [k] prepare_alloc_pages.constprop.0
     0.01%        885336  java             libjvm.so             [.] ConstantPool::impl_name_and_type_ref_index_at
     0.01%        885329  java             [JIT] tid 160376      [.] 0x00007f0239fa13ed
     0.01%        885297  C2 CompilerThre  [kernel.kallsyms]     [k] free_unref_page_list
     0.01%        885295  java             [JIT] tid 160376      [.] 0x00007f02396de9d3
     0.01%        885278  java             libjvm.so             [.] Modules::define_module
     0.01%        885236  java             [JIT] tid 160376      [.] 0x00007f0239ebc39d
     0.01%        885224  C1 CompilerThre  libjvm.so             [.] CodeHeap::allocated_capacity
     0.01%        885216  java             [JIT] tid 160376      [.] 0x00007f02396e4d78
     0.01%        885210  java             [JIT] tid 160376      [.] 0x00007f02411a31e4
     0.01%        885184  java             [JIT] tid 160376      [.] 0x00007f02396de098
     0.01%        885172  java             [JIT] tid 160376      [.] 0x00007f02396deda0
     0.01%        885166  C1 CompilerThre  libjvm.so             [.] RelocIterator::RelocIterator
     0.01%        885125  C1 CompilerThre  libjvm.so             [.] ValueRecorder<_jobject*>::size
     0.01%        885110  C2 CompilerThre  libjvm.so             [.] PhaseOutput::scratch_emit_size
     0.01%        885005  java             [kernel.kallsyms]     [k] mark_wake_futex
     0.01%        885002  java             libjvm.so             [.] Assembler::addq
     0.01%        884988  java             libjvm.so             [.] metaspace::FreeChunkListVector::search_chunk_ascending
     0.01%        884956  java             [kernel.kallsyms]     [k] llist_add_batch
     0.01%        884945  java             libc.so.6             [.] memcpy@GLIBC_2.2.5
     0.01%        884939  java             [JIT] tid 160376      [.] 0x00007f02396e0a4a
     0.01%        884929  java             libjvm.so             [.] ProtectionDomainCacheTable::get
     0.01%        884917  java             [JIT] tid 160376      [.] 0x00007f0239fc859c
     0.01%        884905  C2 CompilerThre  libjvm.so             [.] PhaseIdealLoop::dom_depth
     0.01%        884838  java             [JIT] tid 160376      [.] 0x00007f0239ec5314
     0.01%        884816  java             libjvm.so             [.] JNIHandles::make_local
     0.01%        884815  C2 CompilerThre  libjvm.so             [.] PhiNode::in_RegMask
     0.01%        884783  java             [kernel.kallsyms]     [k] error_entry
     0.01%        884711  java             [JIT] tid 160376      [.] 0x00007f02396ebd6f
     0.01%        884706  java             [JIT] tid 160376      [.] 0x00007f02396e0333
     0.01%        884668  java             [JIT] tid 160376      [.] 0x00007f0239ec5abc
     0.01%        884637  java             [JIT] tid 160376      [.] 0x00007f0239ff16aa
     0.01%        884623  C1 CompilerThre  libjvm.so             [.] Assembler::emit_compressed_disp_byte
     0.01%        884610  java             libjvm.so             [.] java_lang_String::char_converter
     0.01%        884599  java             [JIT] tid 160376      [.] 0x00007f02396e248a
     0.01%        884564  java             [JIT] tid 160376      [.] 0x00007f0239f2b3e8
     0.01%        884540  C1 CompilerThre  libjvm.so             [.] CompilerOracle::should_not_inline
     0.01%        884504  java             [JIT] tid 160376      [.] 0x00007f02396e2387
     0.01%        884474  java             [JIT] tid 160376      [.] 0x00007f0239d7d79c
     0.01%        884452  C2 CompilerThre  libjvm.so             [.] RethrowNode::ideal_reg
     0.01%        884406  C1 CompilerThre  libjvm.so             [.] TableRateStatistics::add
     0.01%        884405  java             [kernel.kallsyms]     [k] unmapped_area_topdown
     0.01%        884392  java             [JIT] tid 160376      [.] 0x00007f0239d42751
     0.01%        884374  java             [JIT] tid 160376      [.] 0x00007f0239f39b61
     0.01%        884351  java             [JIT] tid 160376      [.] 0x00007f02397ceff1
     0.01%        884340  C1 CompilerThre  libjvm.so             [.] stringStream::stringStream
     0.01%        884333  java             [JIT] tid 160376      [.] 0x00007f0239cdad9d
     0.01%        884242  java             [JIT] tid 160376      [.] 0x00007f02396e86e7
     0.01%        884240  java             libjvm.so             [.] ConstantPool::impl_klass_ref_index_at
     0.01%        884196  java             [JIT] tid 160376      [.] 0x00007f02411b2913
     0.01%        884196  java             libjvm.so             [.] CodeBlob::is_nmethod
     0.01%        884185  C2 CompilerThre  libjvm.so             [.] PhaseMacroExpand::generate_clear_array
     0.01%        884185  java             libjvm.so             [.] JVM_GetNestHost
     0.01%        884116  C1 CompilerThre  libjvm.so             [.] BlockBegin::try_merge
     0.01%        884025  java             [JIT] tid 160376      [.] 0x00007f0239e2f8d5
     0.01%        883993  java             [JIT] tid 160376      [.] 0x00007f0239d538b4
     0.01%        883974  java             libjava.so            [.] readBytes
     0.01%        883943  C1 CompilerThre  libjvm.so             [.] LinkResolver::resolve_virtual_call_or_null
     0.01%        883915  C2 CompilerThre  libjvm.so             [.] HaltNode::HaltNode
     0.01%        883898  java             libjvm.so             [.] klassItable::initialize_itable_for_interface
     0.01%        883803  C1 CompilerThre  libjvm.so             [.] GraphBuilder::collect_args_for_profiling
     0.01%        883771  java             [JIT] tid 160376      [.] 0x00007f02411af147
